n1,rela,n2
葡萄牙埃沃拉大学, 主要院系, 社会学
葡萄牙埃沃拉大学, 主要院系, 应用科学
葡萄牙埃沃拉大学, tag, 组织机构
葡萄牙埃沃拉大学, tag, 学校
里卡多·洛查, 国籍, 葡萄牙
卡列加度, 所在地区, 葡萄牙
维托尔·安德拉德, 国籍, 葡萄牙
维托尔·安德拉德, 出生地, 葡萄牙
贝莱嫩斯, 国籍, 葡萄牙
蒂亚戈·卡多索, 国籍, 葡萄牙
蒂亚戈·卡多索, 出生地, 葡萄牙
卢兹, 国籍, 葡萄牙
路易斯·安德拉德, 国籍, 葡萄牙
莫雷莱斯, 国籍, 葡萄牙
薛昆哈, 国籍, 葡萄牙
玛丽亚一世, 国籍, 葡萄牙
保罗·奥图奥里, 国籍, 葡萄牙
里卡多·马托斯, 国籍, 葡萄牙
阿尼巴尔·阿劳霍·卡佩拉, 国籍, 葡萄牙
阿尼巴尔·阿劳霍·卡佩拉, 出生地, 葡萄牙
布拉加队, 所在地区, 葡萄牙
里卡多·阿尔维斯, 国籍, 葡萄牙
玛丽亚·曼德罗, 国籍, 葡萄牙
拉马斯足球俱乐部, 所属国家, 葡萄牙
迪奥戈·阿马多, 国籍, 葡萄牙
Renova, 位置, 葡萄牙
内尔森·马科斯, 国籍, 葡萄牙
路易斯·拉拉埃尔, 国籍, 葡萄牙
路易斯·拉拉埃尔, 出生地, 葡萄牙
葡萄牙月桂, 中文学名, 葡萄牙月桂
葡萄牙月桂, 界, 植物界
葡萄牙月桂, 门, 被子植物门
葡萄牙月桂, 纲, 双子叶植物纲
葡萄牙月桂, 目, 樟目
葡萄牙月桂, 科, 樟科
葡萄牙月桂, 属, 月桂属
葡萄牙月桂, tag, 生物物种
葡萄牙月桂, tag, 植物
豪尔赫·门德斯, 国籍, 葡萄牙
豪尔赫·门德斯, 国籍, 葡萄牙
佩德罗·门德斯, 国籍, 葡萄牙
何塞·穆里尼奥, 国籍, 葡萄牙
卡洛斯·马内, 国籍, 葡萄牙
拜亚, 国籍, 葡萄牙
拜亚, 出生地, 葡萄牙
科阿峡谷史前岩石艺术遗址, 国家, 葡萄牙
路易斯·弗洛伊斯, 出生地, 葡萄牙
卡尔洛·比加托, 国籍, 葡萄牙
科卢纳, 国籍, 葡萄牙
乔舒亚, 国籍, 葡萄牙
卡洛斯提古尔班基安博物馆, 地理位置, 葡萄牙
佩雷拉诺拉斯科, 国籍, 葡萄牙
迪文·乔治伊万·罗萨多, 国籍, 葡萄牙
水果蓝, 分布区域, 葡萄牙
努诺·里卡多, 国籍, 葡萄牙
卡萨匹亚U17, 所属国家, 葡萄牙
卡萨匹亚U19, 国家, 葡萄牙
伊尔德贝托·佩雷拉, 国籍, 葡萄牙
拉斐尔, 国籍, 葡萄牙
巴罗卡, 国籍, 葡萄牙
Diana Lucas, 国籍, 葡萄牙
柏朗古, 出生地, 葡萄牙
卡洛斯·布拉加, 国籍, 葡萄牙
丹尼尔·卡里索, 国籍, 葡萄牙
若热·费利佩·蒙特罗·桑托斯·洛伦科, 国籍, 葡萄牙
若热·费利佩·蒙特罗·桑托斯·洛伦科, 出生地, 葡萄牙
保罗·蒙特罗, 国籍, 葡萄牙
佩德罗·索萨, 国籍, 葡萄牙
蒂托, 国籍, 葡萄牙
蒂托, 出生地, 葡萄牙
葡萄牙帝国, 中文名称, 葡萄牙帝国
葡萄牙帝国, 英文名称, Portugal empire
葡萄牙帝国, 简称, 葡萄牙
葡萄牙帝国, 所属洲, 欧洲
葡萄牙帝国, 首都, 里斯本
葡萄牙帝国, 主要城市, 波尔图
葡萄牙帝国, 主要城市, 里约热内卢
葡萄牙帝国, 国庆日, 6月10日
葡萄牙帝国, 官方语言, 葡萄牙语
葡萄牙帝国, 政治体制, 君主专制政体
葡萄牙帝国, 国家领袖, 若昂大帝（第一）
葡萄牙帝国, 国家领袖, 萨拉查（最后）
葡萄牙帝国, 主要民族, 葡萄牙人
葡萄牙帝国, 主要民族, 印第安人
葡萄牙帝国, 主要宗教, 天主教
葡萄牙帝国, 国土面积, 1040万平方公里（全盛时期）
葡萄牙帝国, 瓦解之日, 1999年12月20日
葡萄牙帝国, 占地球面积, 6.98%（全盛时期）
葡萄牙帝国, tag, 外国历史
葡萄牙帝国, tag, 历史
蒂巴, 国籍, 葡萄牙
佩德罗·蒂巴, 国籍, 葡萄牙
Heavenwood, 国籍, 葡萄牙
马克·哥尼亚, 国籍, 葡萄牙
阿马罗神父的罪恶, 制片地区, 葡萄牙
阿方索·泰拉, 国籍, 葡萄牙
人骨宫, 属于, 葡萄牙
曼努埃尔·马查多, 国籍, 葡萄牙
多沙·祖尼尔, 国籍, 葡萄牙
莫埃斯, 国籍, 葡萄牙
葡萄牙山羊, 中文学名, 葡萄牙山羊
葡萄牙山羊, 界, 动物界
葡萄牙山羊, 门, 脊索动物门
葡萄牙山羊, 亚门, 脊椎动物亚门
葡萄牙山羊, 纲, 哺乳纲
葡萄牙山羊, 亚纲, 真兽亚纲有胎盘类
葡萄牙山羊, 目, 偶蹄目
葡萄牙山羊, 亚目, 反刍亚目
葡萄牙山羊, 科, 牛科
葡萄牙山羊, 亚科, 羊亚科
葡萄牙山羊, 族, 羊族
葡萄牙山羊, 属, 山羊属
葡萄牙山羊, 种, 葡萄牙山羊
葡萄牙山羊, tag, 生物物种
葡萄牙山羊, tag, 动物
米戈尔, 国籍, 葡萄牙
里卡多·罗沙, 国籍, 葡萄牙
贾努亚里奥, 国籍, 葡萄牙
贾努亚里奥, 出生地, 葡萄牙
贝莱嫩塞足球俱乐部, 所属国家, 葡萄牙
菲盖拉斯, 国籍, 葡萄牙
费尔南多·佩雷拉, 国籍, 葡萄牙
费尔南多·佩雷拉, 出生地, 葡萄牙
贡萨洛·维利乌·卡布拉尔, 国籍, 葡萄牙
贡萨洛·维利乌·卡布拉尔, 出生地, 葡萄牙
布鲁诺·马德拉, 国籍, 葡萄牙
布鲁诺·梅斯特雷, 国籍, 葡萄牙
卡西哈, 国籍, 葡萄牙
扭曲的时光, 制片地区, 葡萄牙
维莱拉, 国籍, 葡萄牙
若昂·保罗·席尔瓦·皮尼奥, 国籍, 葡萄牙
白乐嘉, 国籍, 葡萄牙
恩里克·迪尼斯, 国籍, 葡萄牙
恩里克·迪尼斯, 出生地, 葡萄牙
保罗·佩雷拉, 国籍, 葡萄牙
沙理士, 国籍, 葡萄牙
沙理士, 民族, 葡萄牙
迪古尔拿, 国籍, 葡萄牙
A·莫特罗, 国籍, 葡萄牙
米格尔·阿曼多·萨, 国籍, 葡萄牙
葡萄牙共和国驻上海总领事馆, 中文名, 葡萄牙共和国驻上海总领事馆
葡萄牙共和国驻上海总领事馆, 领事, Consul
葡萄牙共和国驻上海总领事馆, 总领事, Consul-General
葡萄牙共和国驻上海总领事馆, 地址, 上海市威海路567号晶采世纪大厦
葡萄牙共和国驻上海总领事馆, tag, 社会
布鲁尼霍, 国籍, 葡萄牙
波尔图U17, 国家, 葡萄牙
葡萄牙风味米饭布丁, 中文名, 葡萄牙风味米饭布丁
葡萄牙风味米饭布丁, 主要食材, 低脂牛奶
葡萄牙风味米饭布丁, 主要食材, 白米
葡萄牙风味米饭布丁, 辅料, 鸡蛋
葡萄牙风味米饭布丁, 调料, 细白砂糖
葡萄牙风味米饭布丁, tag, 食品
葡萄牙风味米饭布丁, tag, 休闲食品
葡萄牙守卫犬, 中文名, 葡萄牙守卫犬
葡萄牙守卫犬, 外文名, PORTUGRESEWATCHDOG
葡萄牙守卫犬, 原产地, 葡萄牙
葡萄牙守卫犬, 用途, 伴侣犬
葡萄牙守卫犬, 用途, 护卫犬
葡萄牙守卫犬, 寿命, 10-12年
葡萄牙守卫犬, 性格, 冷漠喜孤独
葡萄牙守卫犬, FCI编号, 96
葡萄牙守卫犬, tag, 自然
葡萄牙守卫犬, tag, 生物物种
葡萄牙守卫犬, tag, 宠物
葡萄牙守卫犬, tag, 动物
葡萄牙共产党, 中文名, 葡萄牙共产党
葡萄牙共产党, 外文名, 葡语：Partido Comunista Português
葡萄牙共产党, 外文名, 英文：Portuguese Communist Party
葡萄牙共产党, 简称, 葡共
葡萄牙共产党, 建立时间, 1921年3月6日
葡萄牙共产党, 总部, 里斯本
葡萄牙共产党, 政治立场, 左翼
葡萄牙共产党, 青年组织, 葡萄牙共青团
葡萄牙共产党, tag, 组织机构
保罗·若热·戈麦斯·佩雷拉, 国籍, 葡萄牙
C·皮尔斯, 国籍, 葡萄牙
里斯本书店, 国家, 葡萄牙
佩德罗·罗马, 国籍, 葡萄牙
若奥·马丁斯, 国籍, 葡萄牙
路易斯·贡萨尔维斯, 国籍, 葡萄牙
路易斯·贡萨尔维斯, 出生地, 葡萄牙
贡萨尔维斯, 国籍, 葡萄牙
雷安赫尔尼, 国籍, 葡萄牙
J·罗德古斯, 国籍, 葡萄牙
梅塞塔高原, 分布地区, 葡萄牙
追忆童年往事, 制片地区, 葡萄牙
若奥·迪亚斯, 国籍, 葡萄牙
费尔南多·库托, 国籍, 葡萄牙
费尔南多·库托, 国籍, 葡萄牙
2008年欧洲杯抽签仪式, A组, 葡萄牙
埃尔德·埃利亚斯, 国籍, 葡萄牙
赫尔德·卡布拉尔, 国籍, 葡萄牙
Amarelo de Figueira, 产地, 葡萄牙
古尔路斯, 国籍, 葡萄牙
法乌斯托, 国籍, 葡萄牙
罗梅乌·里贝罗, 国籍, 葡萄牙
D·根哈, 国籍, 葡萄牙
查善, 出生地, 葡萄牙
R·里卡, 国籍, 葡萄牙
葡萄牙语三百句, 书名, 葡萄牙语三百句
葡萄牙语三百句, 作者, 王玉红
葡萄牙语三百句, 作者, 王海祥 编著
葡萄牙语三百句, ISBN, 7301034636
葡萄牙语三百句, 出版社, 北京大学出版社
葡萄牙语三百句, 出版时间, 1997-12-1
葡萄牙语三百句, 版次, 1
葡萄牙语三百句, tag, 出版物
葡萄牙语三百句, tag, 书籍
P·泰波达, 国籍, 葡萄牙
N·高美斯, 国籍, 葡萄牙
处女的渴望, 制片地区, 葡萄牙
安杰洛·马丁斯, 国籍, 葡萄牙
安杰洛·马丁斯, 出生地, 葡萄牙
祖奥柏度, 国籍, 葡萄牙
若昂·保罗·安德拉德, 国籍, 葡萄牙
里卡多·艾斯加奥, 国籍, 葡萄牙
多米西亚诺·卡维姆, 国籍, 葡萄牙
葡萄牙国歌, 中文名, 葡萄牙国歌
葡萄牙国歌, 外文名, A Portuguesa
葡萄牙国歌, 歌名, A Portuguesa
葡萄牙国歌, 作曲, Alfredo Keil
葡萄牙国歌, tag, 字词
卡拉萨, 国籍, 葡萄牙
阿尔法伊亚特, 国籍, 葡萄牙
阿尔法伊亚特, 出生地, 葡萄牙
艾森尼·拉文特, 国籍, 葡萄牙
F·埃斯平霍, 国籍, 葡萄牙
蜈蚣船, 国家, 葡萄牙
费里西奥, 国籍, 葡萄牙
路林哈尼斯足球俱乐部, 创办地点, 葡萄牙
席尔维奥, 国籍, 葡萄牙
史蒂芬·布雷克度, 国籍, 葡萄牙
柏度些奥兹卡·温特斯, 国籍, 葡萄牙
祖奥宾图, 国籍, 葡萄牙
鲁本·利马, 国籍, 葡萄牙
加斯帕, 国籍, 葡萄牙
谭炳强, 国籍, 葡萄牙
布鲁诺·若昂·莫赖斯·阿吉亚尔, 国籍, 葡萄牙
布鲁诺·若昂·莫赖斯·阿吉亚尔, 出生地, 葡萄牙
赫苏斯, 国籍, 葡萄牙
佩德罗·阿尔维斯, 国籍, 葡萄牙
安德烈·卡约, 国籍, 葡萄牙
海梅·波尔森, 国籍, 葡萄牙
若奥·穆蒂尼奥, 国籍, 葡萄牙
葡萄牙蛋饼, 中文名, 葡萄牙蛋饼
葡萄牙蛋饼, 主要食材, 鸡蛋
葡萄牙蛋饼, 主要食材, 土豆
葡萄牙蛋饼, 分类, 家常菜
葡萄牙蛋饼, 配料, 盐
葡萄牙蛋饼, 配料, 橄榄油
葡萄牙蛋饼, tag, 食品
葡萄牙蛋饼, tag, 菜品
伊戈·皮塔, 国籍, 葡萄牙
阿戈斯蒂尼奥·卡, 国籍, 葡萄牙
阿戈斯蒂尼奥·卡, 出生地, 葡萄牙
里奥马奥U17, 所属国家, 葡萄牙
瓦劳, 国籍, 葡萄牙
乌戈·波尔菲里奥, 国籍, 葡萄牙
葡萄牙音乐史, 作者, （葡）鲁伊.维伊拉.聂里　保罗.费雷拉.德.卡斯特罗 著
葡萄牙音乐史, 译者, 陈用仪 译
葡萄牙音乐史, ISBN, 9787505925977
葡萄牙音乐史, 页数, 263
葡萄牙音乐史, 定价, 13.50元
葡萄牙音乐史, 出版社, 中国文联出版公司
葡萄牙音乐史, 出版时间, 1997-02
葡萄牙音乐史, 装帧, 软精
葡萄牙音乐史, 副标题, 葡萄牙文化丛书
葡萄牙音乐史, 丛书, 葡萄牙文化丛书
葡萄牙音乐史, tag, 出版物
葡萄牙音乐史, tag, 书籍
布鲁诺·瓦莱, 国籍, 葡萄牙
何塞·佩德罗, 国籍, 葡萄牙
何塞·佩德罗, 出生地, 葡萄牙
B·奥塔拉, 国籍, 葡萄牙
里卡多·卡杜, 国籍, 葡萄牙
慕萨, 国籍, 葡萄牙
波尔图机场, 地点, 葡萄牙
迪亚曼蒂诺·曼努埃尔·费尔南达斯·米兰达, 国籍, 葡萄牙
R·列比路, 国籍, 葡萄牙
埃尔德·索萨, 国籍, 葡萄牙
安德烈·阿尔梅达, 国籍, 葡萄牙
乌戈·阿尔梅达, 国籍, 葡萄牙
安德烈·阿尔梅达, 国籍, 葡萄牙
乌戈·阿尔梅达, 国籍, 葡萄牙
阿尔梅达, 国籍, 葡萄牙
利马·佩雷拉, 国籍, 葡萄牙
德·菲古雷多·吉尔马诺, 国籍, 葡萄牙
热罗尼姆斯教堂, 国家, 葡萄牙
尼尔仙奴, 国籍, 葡萄牙
奥德特, 制片地区, 葡萄牙
在坟场中心呼唤爱, 制片地区, 葡萄牙
若奥·曼努埃尔, 国籍, 葡萄牙
恩菲斯达足球俱乐部, 创办地点, 葡萄牙
般奴诺沃, 国籍, 葡萄牙
菲腊比, 国籍, 葡萄牙
阿瑞图, 原产地, 葡萄牙
阿瑞图, 种植区域, 葡萄牙
马里奥·鲁伊·席尔瓦·杜阿尔特, 国籍, 葡萄牙
斯特尔维奥, 国籍, 葡萄牙
德马托斯, 国籍, 葡萄牙
埃马努埃尔·热苏斯·邦菲姆·埃瓦里斯托, 国籍, 葡萄牙
佩德罗·伊西德罗, 国籍, 葡萄牙
阿维连奴, 国籍, 葡萄牙
法比尔, 国籍, 葡萄牙
艾拔天奴, 国籍, 葡萄牙
葡萄牙葡萄酒, 中文名, 葡萄牙葡萄酒
葡萄牙葡萄酒, 地区, 葡萄牙
葡萄牙葡萄酒, 分级, Vinho de Mesa
葡萄牙葡萄酒, 分级, Vinho Regional
葡萄牙葡萄酒, 种类, 白葡萄酒
葡萄牙葡萄酒, 种类, 玫瑰葡萄酒
葡萄牙葡萄酒, tag, 食品
葡萄牙葡萄酒, tag, 生活
P·梅罗, 国籍, 葡萄牙
冈萨洛·布兰当, 国籍, 葡萄牙
埃尔德·波斯蒂加, 国籍, 葡萄牙
吉尔森·科斯塔, 国籍, 葡萄牙
吉尔森·科斯塔, 出生地, 葡萄牙
冈卡尔维斯, 国籍, 葡萄牙
丹尼尔·费利佩·马丁斯·卡里索, 国籍, 葡萄牙
曹其锋, 国籍, 葡萄牙
利贝罗, 国籍, 葡萄牙
Ribeiro, 国籍, 葡萄牙
莫斯卡维德足球俱乐部, 所属国家, 葡萄牙
佩德罗·奥利维拉, 国籍, 葡萄牙
卡洛斯·卡瓦哈尔, 国籍, 葡萄牙
法比奥·卡多索, 国籍, 葡萄牙
黄蕾·门德斯, 国籍, 葡萄牙
阿尔科巴萨修道院, 所属国家, 葡萄牙
蒂亚戈·安德雷·科埃略·洛佩斯, 国籍, 葡萄牙
马查德, 国籍, 葡萄牙
贝伦加群岛, 所处地, 葡萄牙
保罗·塞尔吉奥·莫雷拉·贡萨尔维斯, 国籍, 葡萄牙
祖尔山度士, 国籍, 葡萄牙
马高苏沙, 国籍, 葡萄牙
李安道, 籍贯, 葡萄牙
葡萄牙扑克, 中文名, 葡萄牙扑克
葡萄牙扑克, 外文名, Portugal Poker
葡萄牙扑克, 用途, 娱乐
葡萄牙扑克, 来源, 葡萄牙
葡萄牙扑克, tag, 非体育
葡萄牙扑克, tag, 体育项目
葡萄牙扑克, tag, 体育
拉梅朗, 国籍, 葡萄牙
葡萄牙放线单孢菌, 中文学名, 葡萄牙放线单孢菌
葡萄牙放线单孢菌, 拉丁学名, Actinomonosporalusitanica
葡萄牙放线单孢菌, 界, 细菌界
葡萄牙放线单孢菌, 种, 葡萄牙放线单孢菌
葡萄牙放线单孢菌, tag, 自然
葡萄牙放线单孢菌, tag, 细菌
葡萄牙放线单孢菌, tag, 真菌
葡萄牙放线单孢菌, tag, 生物物种
葡萄牙放线单孢菌, tag, 微生物
马内尔, 国籍, 葡萄牙
H·费南德斯, 国籍, 葡萄牙
阿马雷斯U17, 国家, 葡萄牙
泰华里斯, 国籍, 葡萄牙
尼尔森·卡斯特罗, 国籍, 葡萄牙
布拉甘萨, 国籍, 葡萄牙
瑞·桑帕约, 国籍, 葡萄牙
瑞·桑帕约, 出生地, 葡萄牙
三尖齿龙, 分布区域, 葡萄牙
若泽·冈萨尔维斯, 国籍, 葡萄牙
葡萄牙青酒, 中文名, 葡萄牙青酒
葡萄牙青酒, 外文名, Vinho Verde
葡萄牙青酒, 产自, 葡萄牙北部
葡萄牙青酒, 特点, 清淡
葡萄牙青酒, 特点, 酒精含量也很低
葡萄牙青酒, tag, 饮品
若昂·奥雷利奥, 国籍, 葡萄牙
马里奥施华, 国籍, 葡萄牙
拉法埃尔, 国籍, 葡萄牙
安德烈·平托, 国籍, 葡萄牙
安德烈·平托, 出生地, 葡萄牙
泽·安东尼奥, 国籍, 葡萄牙
古斯塔沃·莱德斯, 国籍, 葡萄牙
拉普苏, 国籍, 葡萄牙
路易斯·卡洛斯·科雷亚·平托, 国籍, 葡萄牙
滕加里尼亚, 国籍, 葡萄牙
特洛迪歌, 分布区域, 葡萄牙
列卡度苏沙, 国籍, 葡萄牙
S·塞萨斯, 国籍, 葡萄牙
葡萄牙语简明教程, 书名, 葡萄牙语简明教程
葡萄牙语简明教程, 页数, 231页
葡萄牙语简明教程, 装帧, 平装
葡萄牙语简明教程, 开本, 32
葡萄牙语简明教程, tag, 出版物
葡萄牙语简明教程, tag, 书籍
葡萄牙刑法典, 书名, 葡萄牙刑法典
葡萄牙刑法典, 译者, 陈志军
葡萄牙刑法典, ISBN, 9787811398359
葡萄牙刑法典, 类别, 223页
葡萄牙刑法典, 出版社, 中国人民公安大学出版社
葡萄牙刑法典, 出版时间, 2010年1月
葡萄牙刑法典, 装帧, 平装
葡萄牙刑法典, 开本, 32
葡萄牙刑法典, 丛书, 京师国际刑事法文库
葡萄牙刑法典, tag, 法律书籍
葡萄牙刑法典, tag, 出版物
葡萄牙刑法典, tag, 书籍
保罗·索萨, 国籍, 葡萄牙
若奥·索萨, 国籍, 葡萄牙
保罗·索萨, 国籍, 葡萄牙
若奥·索萨, 国籍, 葡萄牙
佩德罗·索萨, 国籍, 葡萄牙
格尼蛮龙, 分布区域, 葡萄牙
努诺·莫莱斯, 国籍, 葡萄牙
F·维纳, 国籍, 葡萄牙
若奥·莫雷诺, 国籍, 葡萄牙
鲁伊·蒂亚戈·丹塔斯·达席尔瓦, 国籍, 葡萄牙
达尼洛·塞拉诺, 国籍, 葡萄牙
达尼洛·塞拉诺, 出生地, 葡萄牙
葡萄牙简史, 书名, 葡萄牙简史
葡萄牙简史, 出版社, 上海外语教育出版社
葡萄牙简史, 装帧, 平装
葡萄牙简史, 开本, 16
葡萄牙简史, tag, 历史书籍
葡萄牙简史, tag, 出版物
葡萄牙简史, tag, 书籍
葡萄牙国家馆, 中文名称, 葡萄牙国家馆
葡萄牙国家馆, 地理位置, 上海
葡萄牙国家馆, 面积, 2000平方米
葡萄牙国家馆, 主题, 葡萄牙
葡萄牙国家馆, tag, 社会
里卡多·埃斯加约, 国籍, 葡萄牙
若奥·莫雷拉, 国籍, 葡萄牙
若奥·莫雷拉, 出生地, 葡萄牙
蒂亚戈·罗德里格斯, 国籍, 葡萄牙
何塞·安东尼奥·卡拉多·席尔瓦, 国籍, 葡萄牙
何塞·安东尼奥·卡拉多·席尔瓦, 出生地, 葡萄牙
波尔图火龙体育场, 地点, 葡萄牙
葡萄牙风筝冲浪营地, 外文名, The Spot Portugal Kite And Surfcamp Hostel
葡萄牙风筝冲浪营地, 中文名称, 葡萄牙风筝冲浪营地
葡萄牙风筝冲浪营地, tag, 组织机构
葡萄牙风筝冲浪营地, tag, 社会
阿莫林, 国籍, 葡萄牙
阿尔费雷斯·杜阿尔特·德·阿尔梅达, 地址, 葡萄牙
鲁本·阿莫林, 国籍, 葡萄牙
埃尔德·埃斯特维斯, 国籍, 葡萄牙
马拉福纳, 国籍, 葡萄牙
晓高哥斯达, 国籍, 葡萄牙
迪奥戈·路易斯, 国籍, 葡萄牙
保罗·若热·戈麦斯·本托, 国籍, 葡萄牙
皮尔桑托斯, 国籍, 葡萄牙
葡萄牙砂岩, 中文名, 葡萄牙砂岩
葡萄牙砂岩, 外文名, Portugal sandstone
葡萄牙砂岩, tag, 自然资源
葡萄牙砂岩, tag, 自然
莱昂内尔·安图内斯, 国籍, 葡萄牙
葡萄牙里斯本技术大学, 中文名, 葡萄牙里斯本技术大学
葡萄牙里斯本技术大学, 类别, 公立
葡萄牙里斯本技术大学, 所属地区, 葡萄牙 里斯本
葡萄牙里斯本技术大学, 学生人数, 18800
葡萄牙里斯本技术大学, 教师人数, 1500
葡萄牙里斯本技术大学, 开学日期, 每年5月 9月开学
葡萄牙里斯本技术大学, tag, 组织机构
葡萄牙里斯本技术大学, tag, 学校
莱萨足球俱乐部, 所属地区, 葡萄牙
依克加多, 国家, 葡萄牙
路易斯·菲利佩·安杰洛·罗德里格斯·费尔南德斯, 国籍, 葡萄牙
阿德尔兰·桑托斯, 国籍, 葡萄牙
本温多, 国籍, 葡萄牙
E·卡尔穆, 国籍, 葡萄牙
布鲁诺·帕塔卡斯, 国籍, 葡萄牙
托马内, 国籍, 葡萄牙
冒牌上尉, 制片地区, 葡萄牙
布鲁马·纳·班格纳, 国籍, 葡萄牙
维耶里尼亚, 国籍, 葡萄牙
灰熊坦克, 国家, 葡萄牙
葡萄牙语语法一点通, 作者, 张黎
葡萄牙语语法一点通, ISBN, 9787544629034
葡萄牙语语法一点通, 页数, 294
葡萄牙语语法一点通, 定价, 18.00元
葡萄牙语语法一点通, 出版社, 上海外语教育出版社
葡萄牙语语法一点通, 出版时间, 2013-1
葡萄牙语语法一点通, 装帧, 平装
葡萄牙语语法一点通, 副标题, 葡萄牙语语法一点通
葡萄牙语语法一点通, tag, 出版物
葡萄牙语语法一点通, tag, 书籍
乌戈·戈麦斯, 国籍, 葡萄牙
考蒂尼奥, 国籍, 葡萄牙
拉维奥拿, 国籍, 葡萄牙
基姆·马查多, 国籍, 葡萄牙
埃莱乌特里奥, 国籍, 葡萄牙
葡萄牙中部华侨华人协会, 中文名, 葡萄牙中部华侨华人协会
葡萄牙中部华侨华人协会, 创办时间, 1996年6月4日
葡萄牙中部华侨华人协会, 所在地区, 里斯本
葡萄牙中部华侨华人协会, 会长, 陈源清
葡萄牙中部华侨华人协会, tag, 组织机构
葡萄牙中部华侨华人协会, tag, 社会团体
保罗·塞尔吉奥·本托·布里托, 国籍, 葡萄牙
努诺·平托, 国籍, 葡萄牙
葡萄牙之旅, 中文名, 葡萄牙之旅
葡萄牙之旅, 制片地区, 葡萄牙
葡萄牙之旅, 导演, Sergio Trefaut
葡萄牙之旅, 类型, 爱情
葡萄牙之旅, 片长, 75分钟
葡萄牙之旅, 上映时间, 2011年6月16日
葡萄牙之旅, 分级, Portugal:M/12
葡萄牙之旅, 对白语言, 葡萄牙语/俄语/法语
葡萄牙之旅, 色彩, 彩色 黑白
葡萄牙之旅, tag, 爱情电影
葡萄牙之旅, tag, 电影作品
葡萄牙之旅, tag, 电影
葡萄牙之旅, tag, 娱乐作品
